AK,722718,0.00031848,0.000152317,6.22649E-05,0.000210317,0.000116228,4.28936E-05,4.5661E-05,5.3963E-05,4.5661E-05,3.59753E-05,4.01263E-05,7.88689E-05,9.96239E-05,0.000225537,0.000213084,0.00018126,0.000152203,0.000442773,0.000174342,0.000167424,0.000167424,3.87426E-05,7.74853E-05,4.151E-05,4.5661E-05,7.88689E-05,5.11956E-05,0.00018126,7.33343E-05,8.71709E-05,1.79877E-05,1.52203E-05,1.6604E-05,3.04406E-05,2.35223E-05,1.6604E-05,2.4906E-05,0.000197864,0.000153587,0.000300255,8.44036E-05,1.6604E-05,1.10693E-05,1.6604E-05,1.93713E-05,2.62896E-05,0.00013975,0.000186795,7.74853E-05,0.000112077,2.76733E-05,3.59753E-05,4.9812E-05,0.000120379,6.91833E-05,2.76733E-05,0.00022277,3.59753E-05,1.93713E-05,1.6604E-05,0.000323778,0.00029057,2.62896E-05,2.0755E-05,1.52203E-05,9.82403E-05,0.000163273,3.18243E-05,0.000896615,9.40893E-05,6.22649E-05,7.88689E-05,3.04406E-05,0.000116228,4.70446E-05,2.76733E-05,6.91833E-06,8.30199E-06,0.000215852,4.42773E-05,4.01263E-05,0.00015082,8.57873E-05,0.000203399,6.91833E-05,1.6604E-05,0.000260129,2.4906E-05,1.79877E-05,1.79877E-05,0.000101008,3.04406E-05,1.52203E-05,0.000352835,0.00016604,0.000190946,3.45916E-05,3.59753E-05,4.151E-05,4.84283E-05
AL,4802740,0.000164073,0.000119723,0.000264641,0.000500548,0.000245901,0.000290043,9.76526E-05,0.000199886,3.9769E-05,0.000141794,0.000289626,0.000208423,0.000436209,0.000777473,0.000787051,0.000673574,0.000579253,0.000919475,0.000421634,0.000174484,0.000121805,9.78608E-05,0.000273594,0.000167613,0.000107647,9.89019E-05,0.000117433,0.000454532,0.000163865,7.89133E-05,0.000137005,0.000166363,0.000148665,0.000214253,0.000124096,8.57844E-05,0.000127427,0.000639843,0.000769769,0.000967364,0.000422675,0.000152413,9.76526E-05,8.39104E-05,9.53622E-05,0.000233825,0.000408725,0.000479102,0.000497633,0.000468274,0.000161158,6.22561E-05,0.000144084,0.000206132,8.32858E-05,0.000175108,0.000597367,0.000165947,0.000195305,0.00011431,0.000161158,0.001201606,0.000160742,0.000107022,8.03708E-05,5.97576E-05,0.000350009,9.14062E-05,0.001751292,0.000225913,6.72533E-05,0.000347718,8.84912E-05,0.000167821,6.95436E-05,0.000185727,4.72647E-05,5.08043E-05,0.000588206,0.000201968,0.000219666,0.000738329,0.00039644,0.000537193,7.16258E-05,0.000252981,0.00095737,9.53622E-05,7.53736E-05,9.49458E-05,0.00051075,0.000110562,5.53851E-05,0.000993808,0.000382906,0.000325231,0.000181147,7.57901E-05,0.000152829,0.000223831
AR,2937979,0.000221921,8.40714E-05,0.000224304,0.000497961,0.000258341,0.000245407,5.71822E-05,0.000139552,5.10555E-06,0.00012832,0.000288974,0.000293059,0.000467328,0.000603816,0.000584075,0.000557526,0.000543231,0.001037788,0.000529956,9.9388E-05,6.22877E-05,0.000111982,0.000280125,0.000161676,0.000122193,0.000135808,0.000159293,0.000797147,0.000306673,0.000116407,9.22403E-05,0.000139552,0.000188225,0.000220219,0.000140573,8.74751E-05,8.47521E-05,0.000808379,0.00064398,0.000935677,0.000486389,0.000124235,7.79447E-05,0.000116066,0.000104153,0.000237238,0.000411167,0.000552761,0.000351262,0.000409806,0.000178014,6.63722E-05,0.000157251,0.000253235,6.50107E-05,0.000178694,0.000568078,0.000129681,0.000205583,0.00011981,0.000149422,0.001070123,0.000105515,9.59843E-05,7.69236E-05,8.13484E-05,0.000267531,6.36492E-05,0.001851953,0.000135127,6.46703E-05,0.000343774,0.000154188,0.000259702,9.12192E-05,0.00021171,4.01637E-05,4.93537E-05,0.000486048,0.000191288,0.000209328,0.000701162,0.000371003,0.000545613,5.71822E-05,0.000234175,0.000948611,5.71822E-05,6.33088E-05,8.44118E-05,0.000417634,0.000102451,5.41188E-05,0.001143303,0.000488091,0.000556165,7.62429E-05,4.83325E-05,0.000153847,0.000176992
AZ,6482505,9.34824E-05,5.95449E-05,0.000137601,0.000243887,0.000135287,0.000207327,4.7204E-05,0.000112457,7.06517E-05,0.000115079,0.000138989,0.00011801,0.000202082,0.000323795,0.000306672,0.000203008,0.000289394,0.000476976,0.000191284,7.45082E-05,3.23949E-05,4.0108E-05,0.000174624,0.000120478,8.91631E-05,9.30196E-05,8.73119E-05,0.000312534,5.7848E-05,9.71847E-05,7.06517E-05,8.11415E-05,5.90821E-05,9.47165E-05,7.0806E-05,3.31662E-05,4.53528E-05,0.000279676,0.000336598,0.000407713,0.000135133,8.39182E-05,3.65599E-05,4.92094E-05,7.45082E-05,0.000139452,0.000288932,0.000320709,0.000304049,0.000255457,0.00013683,3.73312E-05,0.000103972,0.000163363,8.8546E-05,9.08599E-05,0.000321326,5.67682E-05,0.000136059,7.45082E-05,0.000109988,0.000621828,0.000108754,7.63594E-05,6.7875E-05,4.59699E-05,0.000187428,5.63054E-05,0.001379559,4.27304E-05,5.09062E-05,0.00021504,2.68415E-05,0.000116159,6.58696E-05,0.000141766,3.45545E-05,3.56344E-05,0.000354338,8.29926E-05,0.000160586,0.000327651,0.000208253,0.000366371,4.10335E-05,0.000117547,0.000434863,5.75395E-05,7.45082E-05,3.03895E-05,0.000157501,0.000104898,3.11608E-05,0.000653143,0.000242345,4.30389E-05,1.54261E-05,5.04435E-05,6.61781E-05,0.000104281
CA,37691912,4.55005E-05,3.89739E-05,0.000139552,0.000208002,9.87745E-05,0.000117824,3.57371E-05,7.48702E-05,2.85472E-05,3.70902E-05,0.000163192,0.000130532,0.000145097,0.000251301,0.000220127,0.000140083,0.000238858,0.000346679,0.000121671,5.25046E-05,1.61573E-05,5.5821E-05,0.000115515,4.61637E-05,5.86863E-05,5.18148E-05,5.26638E-05,0.000176059,3.73024E-05,5.25577E-05,7.09701E-05,5.537E-05,3.74881E-05,0.000117877,6.07557E-05,2.68758E-05,3.22085E-05,0.000161626,0.000382708,0.00036663,0.00012902,5.72271E-05,1.27614E-05,5.09924E-05,2.33737E-05,9.94643E-05,0.000163563,0.00014913,0.000202457,0.000267166,0.000104983,2.25778E-05,6.47088E-05,8.68091E-05,4.57923E-05,9.99419E-05,0.000245384,5.50781E-05,9.10805E-05,5.86067E-05,8.45805E-05,0.000390482,8.35723E-05,3.10411E-05,2.94228E-05,2.7884E-05,0.00010416,2.78044E-05,0.00078879,3.31106E-05,3.19167E-05,0.000131885,4.09106E-05,7.77355E-05,3.84433E-05,0.000115303,3.19432E-05,3.53922E-05,0.000262125,8.75254E-05,0.000118036,0.000278495,0.000185955,0.000239203,1.5494E-05,0.000124297,0.000375439,4.26617E-05,4.00086E-05,4.5129E-05,0.000152102,0.000108989,8.11049E-05,0.000909585,0.000296138,0.000291681,5.45475E-05,3.69575E-05,4.45719E-05,6.69109E-05
CO,5116796,4.98359E-05,4.96404E-05,9.20498E-05,0.000181559,9.34178E-05,0.000134264,2.8338E-05,8.48188E-05,3.24422E-05,0.000124297,0.000116088,0.000110421,0.000183904,0.000199539,0.000201298,0.000135241,0.000230809,0.000402401,0.000139345,5.13994E-05,8.01284E-06,1.60257E-05,0.000113939,6.80114E-05,4.84679E-05,4.41683E-05,2.91198E-05,0.000180582,5.23766E-05,5.13994E-05,3.34194E-05,3.71327E-05,2.34522E-05,4.6709E-05,4.84679E-05,2.61883E-05,1.60257E-05,0.000147553,0.0001798,0.000310155,9.9281E-05,3.9087E-05,1.60257E-05,1.2117E-05,1.73937E-05,8.36462E-05,0.00018625,0.000148335,0.000201689,0.000199148,7.03566E-05,3.92824E-05,7.93466E-05,0.000135632,5.17903E-05,7.40699E-05,0.000250157,4.78816E-05,0.000102994,7.13338E-05,9.40043E-05,0.000456732,7.75877E-05,3.88916E-05,1.85663E-05,3.42011E-05,0.00028514,3.79144E-05,0.001366287,6.54707E-05,3.42011E-05,0.000184686,4.04551E-05,0.000100063,6.9184E-05,0.00015967,5.47218E-05,1.68074E-05,0.000211461,6.9184E-05,0.000101431,0.000313673,0.000134459,0.000241558,2.22796E-05,9.18545E-05,0.000358623,5.35492E-05,5.82396E-05,1.07489E-05,8.24736E-05,7.42653E-05,9.18545E-06,0.000502659,0.00018879,1.01626E-05,3.67418E-05,4.53409E-05,5.92168E-05,0.000125665
CT,3580709,0.000107241,0.000110872,0.000239059,0.000372552,0.000223699,0.000339598,6.95393E-05,0.000178736,0.000100539,0.000106124,0.000389308,0.000348255,0.000490406,0.000544026,0.000444046,0.000279554,0.000572792,0.000802076,0.00028877,0.000121764,6.64673E-05,0.00010389,0.000250509,0.000116737,0.000119809,0.000114223,7.76383E-05,0.000324796,0.000144664,7.70797E-05,9.60704E-05,0.000136007,0.000106683,0.000294355,0.0001846,7.79175E-05,5.86476E-05,0.000297427,0.000767446,0.000868822,0.000327868,0.000136007,4.83145E-05,0.000124556,6.78637E-05,0.000297706,0.000447677,0.000402434,0.000770518,0.000549891,0.000149412,6.14403E-05,0.000148015,0.000228446,0.000131538,0.000223419,0.000611611,0.000147178,0.000202195,0.000175664,0.000167844,0.000918254,0.000186555,5.16657E-05,5.61341E-05,8.26652E-05,0.000177898,8.88092E-05,0.001486856,6.64673E-05,8.88092E-05,0.000338201,6.87015E-05,9.07641E-05,8.37823E-05,0.00022314,8.57372E-05,8.26652E-05,0.000592341,0.000165889,0.000208618,0.000591782,0.000385399,0.000645403,9.7746E-05,0.000339877,0.000845363,0.000110593,9.94217E-05,7.87554E-05,0.000287932,0.00013098,6.67466E-05,0.001282986,0.000452424,6.70258E-06,0.000139358,5.5017E-05,0.000113944,0.000175664
DE,907135,0.000158742,0.00012567,0.000318585,0.000502682,0.000326302,0.000380318,9.81111E-05,0.000165356,0.000121261,0.000149923,0.00032079,0.000177482,0.000518115,0.000820165,0.000594178,0.000401263,0.000747408,0.000787093,0.00030205,0.000189608,0.000110237,0.00012567,0.000352759,0.000182994,0.000112442,0.000120159,0.000160946,0.00049717,0.000146615,7.05518E-05,0.000101418,0.000155434,0.000151025,0.000251341,0.00013008,8.92921E-05,0.000121261,0.000453075,0.000881897,0.000905047,0.000318585,0.000181891,0.000116851,6.61423E-05,8.70874E-05,0.000238112,0.000377011,0.000456382,0.00062725,0.00030205,0.000196222,0.00011134,0.000158742,0.000276695,0.000157639,0.000201734,0.000528036,0.000206144,0.00019512,0.00019071,0.000142206,0.000828984,0.000196222,7.05518E-05,0.000100316,7.7166E-05,0.000399059,9.03945E-05,0.002003009,0.000117954,5.07091E-05,0.000273388,0.000113544,0.000100316,0.000121261,0.000299845,0.000117954,7.16542E-05,0.0006041,0.000222679,0.000219372,0.000454177,0.000411185,0.000705518,0.000101418,0.000349452,0.000828984,6.72447E-05,9.70087E-05,0.000126773,0.000342838,0.000166458,8.81897E-05,0.001242373,0.00045087,3.52759E-05,8.04731E-05,0.000123466,0.000119056,0.000162049
FL,19057542,0.00014939,0.000148708,0.00022007,0.000384415,0.000220752,0.000381476,9.592E-05,0.000213459,0.000120949,0.000108986,0.000251082,0.000202649,0.00028393,0.000607738,0.000641059,0.000501954,0.00040829,0.000637228,0.000274957,0.000147973,9.84912E-05,0.000102322,0.000274485,0.000145874,0.000144457,0.0001337,0.000105785,0.000432427,0.00012394,0.000154742,0.000174681,0.000154427,9.4031E-05,0.000258743,0.000171533,9.4136E-05,8.18049E-05,0.000502163,0.000756079,0.000873093,0.000352039,0.000187275,0.000104158,0.000138003,0.000145612,0.000219441,0.000428229,0.000563976,0.00069096,0.000510139,0.000220648,9.03579E-05,0.000152695,0.000198242,0.000148288,0.000178879,0.000540101,0.000160356,0.000219283,0.000156578,0.000168542,0.001117563,0.000195513,9.39785E-05,8.56879E-05,6.77947E-05,0.000301928,7.99159E-05,0.001573393,0.000112501,7.36716E-05,0.000318876,0.000102164,0.000127456,0.000120792,0.00026929,0.000102164,7.12054E-05,0.000554059,0.000185491,0.000174367,0.000519532,0.000399842,0.000587956,8.57928E-05,0.000283352,0.000860814,7.03134E-05,9.65497E-05,0.000107779,0.000455515,0.00014472,7.04708E-05,0.00097914,0.000377751,0.000458454,7.70823E-05,7.79219E-05,0.000129503,0.000208421
GA,9815210,0.000103411,6.84652E-05,0.000181249,0.000336417,0.000153843,0.000193577,4.86999E-05,0.00012124,3.15836E-05,9.31208E-05,0.000179517,0.000145692,0.000388377,0.000439114,0.000448793,0.000348948,0.000404576,0.000534986,0.000216093,0.000111154,5.17564E-05,7.22348E-05,0.000203969,9.44453E-05,6.37786E-05,6.28616E-05,7.19292E-05,0.000300452,9.7298E-05,6.78539E-05,0.000137338,9.8113E-05,6.45936E-05,0.000154454,0.000113599,5.8175E-05,8.48683E-05,0.000396222,0.000590003,0.000681799,0.000238507,0.000101985,4.98206E-05,6.67332E-05,5.38959E-05,0.000151296,0.000265404,0.000270091,0.000309621,0.000338862,0.00018023,4.48284E-05,9.83168E-05,0.000147017,5.56279E-05,0.000139987,0.00039989,8.72116E-05,0.000109626,7.91629E-05,0.000137134,0.000593976,0.00010932,4.91075E-05,3.56589E-05,4.10587E-05,0.000239832,5.30809E-05,0.00114618,0.000124297,4.21794E-05,0.000217316,6.9484E-05,7.35593E-05,5.31828E-05,9.9845E-05,2.23123E-05,4.54397E-05,0.000313697,0.000150277,0.000218436,0.000426787,0.000358627,0.00051033,5.62392E-05,0.00019969,0.000598765,4.63566E-05,4.64585E-05,7.17254E-05,0.00028843,0.000110237,6.56125E-05,0.000931004,0.000310131,0.000120527,3.77985E-05,5.34884E-05,7.6412E-05,0.000137542
